model,context,batch,path,H,P,G,E2E_s,decode_s,tokens_per_s,Decode_tokens_per_s,E2E_J,J_per_token,tokens_per_J,E2E_tokens_per_s,E2E_tokens_per_J,mean_TTFT,P95_TTFT,max_TTFT,mean_TPOT,P95_TPOT,mean_completion_latency,P95_completion_latency,max_completion_latency,Tmax_C,thermal_feasible,safe_resident_batch,num_waves,wave_sizes,selected_HBM_policy,HBM_host_read_GB,wave_admission_GB,C2C_GB_per_token,local_memory_GB,M3D_boundary_GB,traffic_phase,normalized_throughput,normalized_energy_efficiency,Decode_local_memory_GB,Decode_M3D_boundary_GB
Qwen2.5-32B,LC20K,32,M3D_NMP_UNIFORM,20000,128,32,3.577731431838022,3.058578937655622,286.21488770439396,334.79600195798395,1462.280957166244,1.4280087472326601,0.7002758224961165,286.21488770439396,0.7002758224961165,0.6147290660799816,0.6147290660799816,0.6147290660799816,0.09558059180173818,0.09558059180173818,3.577731431838022,3.577731431838022,3.577731431838022,71.76106746164902,True,32,1,[32],NOT_APPLICABLE,0.0,0.0,0.0,7799.568957439999,3642.795589632,E2E_UNLESS_PREFIXED_DECODE,1.2542452277972598,1.3011301844030159,7454.496653312,3297.723285504
Qwen2.5-32B,LC20K,32,M3D_NMP_CPA,20000,128,32,3.089246632621491,2.570094138439091,331.47240145441157,398.42898541526245,1300.2343206513774,1.2697600787611107,0.7875503543753617,331.47240145441157,0.7875503543753617,0.5994601092944565,0.5994601092944565,0.5994601092944565,0.08031544182622159,0.08031544182622159,3.089246632621491,3.089246632621491,3.089246632621491,73.8997932115289,True,32,1,[32],NOT_APPLICABLE,0.0,0.0,0.0,7799.568957439999,3642.795589632,E2E_UNLESS_PREFIXED_DECODE,1.4525718106602552,1.4632884713376744,7454.496653312,3297.723285504
Qwen2.5-32B,LC64K,1,HBM_BEST,64000,128,32,0.8648317171749884,0.8375239394924561,37.00141815396114,38.20786307241817,379.7986467109159,11.868707709716121,0.08425517119958785,37.00141815396114,0.08425517119958785,0.05347908436616909,0.05347908436616909,0.05347908436616909,0.026172623109139252,0.026172623109139252,0.8648317171749884,0.8648317171749884,0.8648317171749884,85.0,True,4,1,[1],HBM_HOST_OFFLOAD,0.0,0.0,0.0,2669.35873024,0.0,E2E_UNLESS_PREFIXED_DECODE,1.0,1.0,,
Qwen2.5-32B,LC64K,1,M3D_GPU,64000,128,32,0.8227345212869388,0.7959653272151673,38.894684946421016,40.20275620793427,331.7128179698469,10.366025561557716,0.09646898843356978,38.894684946421016,0.09646898843356978,0.05164186636886393,0.05164186636886393,0.05164186636886393,0.02487391647547398,0.02487391647547398,0.8227345212869388,0.8227345212869388,0.8227345212869388,82.6824548943789,True,1,1,[1],NOT_APPLICABLE,0.0,0.0,0.0,2669.3587302399997,2669.3587302399997,E2E_UNLESS_PREFIXED_DECODE,1.0511674115997955,1.144962226770025,2585.071517696,2585.071517696
Qwen2.5-32B,LC64K,1,M3D_NMP_UNIFORM,64000,128,32,0.19844790938019288,0.17167871530842146,161.25138380114336,186.3946846439984,74.30887635600384,2.32215238612512,0.43063496003751023,161.25138380114336,0.43063496003751023,0.032134020924186865,0.032134020924186865,0.032134020924186865,0.005364959853388171,0.005364959853388171,0.19844790938019288,0.19844790938019288,0.19844790938019288,65.81140901658853,True,1,1,[1],NOT_APPLICABLE,0.0,0.0,0.0,2669.3587302399997,201.75898521599999,E2E_UNLESS_PREFIXED_DECODE,4.35797847342456,5.111080470270491,2585.071517696,117.471772672
Qwen2.5-32B,LC64K,1,M3D_NMP_CPA,64000,128,32,0.18849293155871857,0.16172373748694716,169.76763921798036,197.8682937783499,69.13541272026643,2.160481647508326,0.46285975220076303,169.76763921798036,0.46285975220076303,0.03182293611921893,0.03182293611921893,0.03182293611921893,0.005053866796467099,0.005053866796467099,0.18849293155871857,0.18849293155871857,0.18849293155871857,64.79667600368373,True,1,1,[1],NOT_APPLICABLE,0.0,0.0,0.0,2669.3587302399997,201.75898521599999,E2E_UNLESS_PREFIXED_DECODE,4.588138717050933,5.493547109462489,2585.071517696,117.471772672
Qwen2.5-32B,LC64K,8,HBM_BEST,64000,128,32,3.0963741960917357,2.721032998804109,82.67734575592476,94.08191672519655,1307.8560710021961,5.108812777352329,0.1957401931879476,82.67734575592476,0.1957401931879476,0.9639781113926875,1.7783685715939852,1.7783685715939852,0.0425161406063142,0.0425161406063142,2.281983735890438,3.0963741960917357,3.0963741960917357,85.0,True,4,2,"[4, 4]",HBM_RESIDENT_WAVE,67.108864,67.108864,0.262144,8756.23968768,0.0,E2E_UNLESS_PREFIXED_DECODE,1.0,1.0,,
Qwen2.5-32B,LC64K,8,M3D_GPU,64000,128,32,2.151057841036719,1.9369042884625478,119.01121165417793,132.16966967593663,881.2962449329549,3.442563456769355,0.29048121045775627,119.01121165417793,0.29048121045775627,0.27467196552179995,0.27467196552179995,0.27467196552179995,0.06052825901445462,0.06052825901445462,2.151057841036719,2.151057841036719,2.151057841036719,83.16388987531195,True,8,1,[8],NOT_APPLICABLE,0.0,0.0,0.0,6578.17432064,6578.17432064,E2E_UNLESS_PREFIXED_DECODE,1.439465800045346,1.4840141195673562,6351.655272448,6351.655272448
Qwen2.5-32B,LC64K,8,M3D_NMP_UNIFORM,64000,128,32,1.109711848776751,0.8955582962025795,230.69051689606806,285.855204608692,468.1074182608682,1.8285446025815164,0.5468830230272822,230.69051689606806,0.5468830230272822,0.2421386648012358,0.2421386648012358,0.2421386648012358,0.02798619675633061,0.02798619675633061,1.109711848776751,1.109711848776751,1.109711848776751,73.07711033289337,True,8,1,[8],NOT_APPLICABLE,0.0,0.0,0.0,6578.17432064,1166.293229568,E2E_UNLESS_PREFIXED_DECODE,2.790250639843944,2.7939229757588473,6351.655272448,939.774181376
Qwen2.5-32B,LC64K,8,M3D_NMP_CPA,64000,128,32,1.003106635469172,0.7889530828950005,255.2071643711777,324.4806383931328,421.8683618133717,1.6479232883334831,0.6068243631724405,255.2071643711777,0.6068243631724405,0.23880738836755244,0.23880738836755244,0.23880738836755244,0.024654783840468767,0.024654783840468767,1.003106635469172,1.003106635469172,1.003106635469172,73.17742591582544,True,8,1,[8],NOT_APPLICABLE,0.0,0.0,0.0,6578.17432064,1166.293229568,E2E_UNLESS_PREFIXED_DECODE,3.0867846813150654,3.1001520601840538,6351.655272448,939.774181376
Qwen2.5-32B,LC64K,32,HBM_BEST,64000,128,32,12.869059718507309,10.884131995216435,79.57069299533676,94.08191672519655,5278.958166350661,5.155232584326817,0.19397766902704788,79.57069299533676,0.19397766902704788,5.850320872600474,11.551054094009558,11.551054094009558,0.0425161406063142,0.0425161406063142,7.168326497098224,12.869059718507309,12.869059718507309,85.0,True,4,8,"[4, 4, 4, 4, 4, 4, 4, 4]",HBM_RESIDENT_WAVE,469.762048,469.762048,0.458752,35226.28534272,0.0,E2E_UNLESS_PREFIXED_DECODE,1.0,1.0,,
Qwen2.5-32B,LC64K,32,M3D_GPU,64000,128,32,6.704752748724864,5.848138538428179,152.72748129224425,175.09845111761382,2765.787684882609,2.700964536018173,0.370238108151625,152.72748129224425,0.370238108151625,1.0393291827049702,1.0393291827049702,1.0393291827049702,0.1827543293258806,0.1827543293258806,6.704752748724864,6.704752748724864,6.704752748724864,83.418561668998,True,32,1,[32],NOT_APPLICABLE,0.0,0.0,0.0,19979.82777344,19979.82777344,E2E_UNLESS_PREFIXED_DECODE,1.9193936302803702,1.9086635591027732,19265.656717312,19265.656717312
Qwen2.5-32B,LC64K,32,M3D_NMP_UNIFORM,64000,128,32,4.31465362588357,3.458039415586884,237.33075439869214,296.12155239885,1834.0916292718928,1.7911051067108328,0.5583145267428721,237.33075439869214,0.5583145267428721,0.9646739166745233,0.9646739166745233,0.9646739166745233,0.10806373173709012,0.10806373173709012,4.31465362588357,4.31465362588357,4.31465362588357,73.6636680278524,True,32,1,[32],NOT_APPLICABLE,0.0,0.0,0.0,19979.82777344,4473.267781632,E2E_UNLESS_PREFIXED_DECODE,2.9826402845655866,2.87824124056786,19265.656717312,3759.096725504
Qwen2.5-32B,LC64K,32,M3D_NMP_CPA,64000,128,32,3.9394500689966194,3.0828358586999336,259.9347579142724,332.16170011459263,1693.858399658647,1.6541585934166474,0.6045369555131412,259.9347579142724,0.6045369555131412,0.9529476026379978,0.9529476026379978,0.9529476026379978,0.09633862058437292,0.09633862058437292,3.9394500689966194,3.9394500689966194,3.9394500689966194,74.66896188054864,True,32,1,[32],NOT_APPLICABLE,0.0,0.0,0.0,19979.82777344,4473.267781632,E2E_UNLESS_PREFIXED_DECODE,3.266714768080578,3.116528611491077,19265.656717312,3759.096725504
Qwen2.5-32B,LC126K,1,HBM_BEST,126000,128,32,1.047655417771448,1.0060264038139624,30.544394136833432,31.80831027762721,460.45832249531907,14.38932257797872,0.06949597485085159,30.544394136833432,0.06949597485085159,0.07306602265116953,0.07306602265116953,0.07306602265116953,0.031438325119186324,0.031438325119186324,1.047655417771448,1.047655417771448,1.047655417771448,85.0,True,2,1,[1],HBM_HOST_OFFLOAD,0.0,0.0,0.0,3205.70535424,0.0,E2E_UNLESS_PREFIXED_DECODE,1.0,1.0,,
Qwen2.5-32B,LC126K,1,M3D_GPU,126000,128,32,0.994986846116007,0.9533578321585212,32.161229191033016,33.565570996094934,402.5647727350944,12.5801491479717,0.07949031352789886,32.161229191033016,0.07949031352789886,0.07142030411077044,0.07142030411077044,0.07142030411077044,0.029792432254953788,0.029792432254953788,0.994986846116007,0.994986846116007,0.994986846116007,82.8329452213573,True,1,1,[1],NOT_APPLICABLE,0.0,0.0,0.0,3205.70535424,3205.70535424,E2E_UNLESS_PREFIXED_DECODE,1.0529339376304683,1.1438117631776024,3105.165213696,3105.165213696
Qwen2.5-32B,LC126K,1,M3D_NMP_UNIFORM,126000,128,32,0.23217597332313347,0.19054695936564775,137.82649230230058,167.9376050215212,90.48436551260109,2.827636422268784,0.35365225604133343,137.82649230230058,0.35365225604133343,0.04758330058028059,0.04758330058028059,0.04758330058028059,0.005954592480176492,0.005954592480176492,0.23217597332313347,0.23217597332313347,0.23217597332313347,67.45156977177737,True,1,1,[1],NOT_APPLICABLE,0.0,0.0,0.0,3205.70535424,238.328073216,E2E_UNLESS_PREFIXED_DECODE,4.512333480404375,5.0888163926086705,3105.165213696,137.787932672
Qwen2.5-32B,LC126K,1,M3D_NMP_CPA,126000,128,32,0.22398503178260873,0.182356017825123,142.86668955208566,175.48091026361178,85.73565235743244,2.679239136169764,0.37324029292495275,142.86668955208566,0.37324029292495275,0.0473273410155012,0.0473273410155012,0.0473273410155012,0.005698625557035094,0.005698625557035094,0.22398503178260873,0.22398503178260873,0.22398503178260873,66.48143399769748,True,1,1,[1],NOT_APPLICABLE,0.0,0.0,0.0,3205.70535424,238.328073216,E2E_UNLESS_PREFIXED_DECODE,4.677345666509815,5.3706749739964135,3105.165213696,137.787932672
Qwen2.5-32B,LC126K,8,HBM_BEST,126000,128,32,6.2044782607089815,5.395438885754673,41.26052010225708,47.447483962037815,2566.4184863029345,10.025072212120838,0.09974990492247503,41.26052010225708,0.09974990492247503,2.5115875170365958,4.897767772714267,4.897767772714267,0.04215186629495838,0.04215186629495838,3.818298005031311,6.2044782607089815,6.2044782607089815,85.0,True,2,4,"[2, 2, 2, 2]",HBM_RESIDENT_WAVE,198.180864,198.180864,0.774144,17399.99768576,0.0,E2E_UNLESS_PREFIXED_DECODE,1.0,1.0,,
Qwen2.5-32B,LC126K,8,M3D_GPU,126000,128,32,3.5290654566543167,3.196033344994431,72.54045104697417,80.09928945232768,1448.0280971761435,5.656359754594311,0.17679214961314332,72.54045104697417,0.17679214961314332,0.43289830762413517,0.43289830762413517,0.43289830762413517,0.09987604203107597,0.09987604203107597,3.5290654566543167,3.5290654566543167,3.5290654566543167,83.33205828163062,True,8,1,[8],NOT_APPLICABLE,0.0,0.0,0.0,10868.94731264,10868.94731264,E2E_UNLESS_PREFIXED_DECODE,1.7581080138397474,1.772354066407833,10512.404840448,10512.404840448
Qwen2.5-32B,LC126K,8,M3D_NMP_UNIFORM,126000,128,32,1.3812812982297555,1.0482491865698698,185.3351669410775,244.21674090460803,598.4493016033658,2.3376925843881478,0.427772242885278,185.3351669410775,0.427772242885278,0.3657891941181544,0.3657891941181544,0.3657891941181544,0.03275778708030843,0.03275778708030843,1.3812812982297555,1.3812812982297555,1.3812812982297555,74.46565602399261,True,8,1,[8],NOT_APPLICABLE,0.0,0.0,0.0,10868.94731264,1458.845933568,E2E_UNLESS_PREFIXED_DECODE,4.491828180589005,4.288447625265806,10512.404840448,1102.303461376
Qwen2.5-32B,LC126K,8,M3D_NMP_CPA,126000,128,32,1.2828632609165023,0.9498311492566166,199.55361401269585,269.52158833741964,554.216013794946,2.1649063038865077,0.46191375497626325,199.55361401269585,0.46191375497626325,0.3627134927587559,0.3627134927587559,0.3627134927587559,0.02968222341426927,0.02968222341426927,1.2828632609165023,1.2828632609165023,1.2828632609165023,74.47664352976756,True,8,1,[8],NOT_APPLICABLE,0.0,0.0,0.0,10868.94731264,1458.845933568,E2E_UNLESS_PREFIXED_DECODE,4.836429921826885,4.63071874940893,10512.404840448,1102.303461376
Qwen2.5-32B,LC126K,32,HBM_BEST,126000,128,32,25.293920306130346,21.58175554301869,40.48403678064167,47.447483962037815,10312.465110642022,10.07076670961135,0.09929730564065384,40.48403678064167,0.09929730564065384,12.05630853974728,23.112277057720487,23.987209818135632,0.04215186629495838,0.04215186629495838,13.363019027741993,24.4189875457152,25.293920306130346,85.0,True,2,16,"[2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]",HBM_RESIDENT_WAVE,990.90432,990.90432,0.96768,69798.17160704,0.0,E2E_UNLESS_PREFIXED_DECODE,1.0,1.0,,
Qwen2.5-32B,LC126K,32,M3D_GPU,126000,128,32,12.216795314173044,10.884666867533502,83.8190354889575,94.07729354164805,5032.435673511263,4.914487962413343,0.20347999784476692,83.8190354889575,0.20347999784476692,1.6722349293323675,1.6722349293323675,1.6722349293323675,0.34014583961042194,0.34014583961042194,12.216795314173044,12.216795314173044,12.216795314173044,83.48500277206779,True,32,1,[32],NOT_APPLICABLE,0.0,0.0,0.0,37142.919741440004,37142.919741440004,E2E_UNLESS_PREFIXED_DECODE,2.0704218787054707,2.049199588366868,35908.654989312,35908.654989312
Qwen2.5-32B,LC126K,32,M3D_NMP_UNIFORM,126000,128,32,5.372087296381896,4.039958849742353,190.61492181812915,253.46792828479062,2346.7955594881855,2.291792538562681,0.43633967000658763,190.61492181812915,0.43633967000658763,1.4583739604801933,1.4583739604801933,1.4583739604801933,0.12624871405444854,0.12624871405444854,5.372087296381896,5.372087296381896,5.372087296381896,75.11415660084248,True,32,1,[32],NOT_APPLICABLE,0.0,0.0,0.0,37142.919741440004,5643.478597632,E2E_UNLESS_PREFIXED_DECODE,4.708397110963891,4.394275022785145,35908.654989312,4409.213845504
Qwen2.5-32B,LC126K,32,M3D_NMP_CPA,126000,128,32,5.017778391552677,3.6856499449131346,204.07437716338413,277.8343074640894,2222.1587929382426,2.1700769462287526,0.46081315307175647,204.07437716338413,0.46081315307175647,1.4473007083907687,1.4473007083907687,1.4473007083907687,0.11517656077853546,0.11517656077853546,5.017778391552677,5.017778391552677,5.017778391552677,76.28621771088638,True,32,1,[32],NOT_APPLICABLE,0.0,0.0,0.0,37142.919741440004,5643.478597632,E2E_UNLESS_PREFIXED_DECODE,5.04086038329475,4.640741761306084,35908.654989312,4409.213845504
