model,workload_id,H,P,G,batch_size,system,status,weight_GB,initial_KV_GB,final_KV_GB,workspace_GB,peak_state_GB,capacity_GB,capacity_utilization,capacity_violation_GB,physical_slot_excess_GB,HBM_capacity_GB,Grace_capacity_GB,HBM_only_fit,physical_slot_status,kv_state_fraction,prefill_s,decode_s,decode_generated_tokens,decode_tok_s,first_step_ms,last_step_ms,mean_TPOT_ms,E2E_s,E2E_generated_tokens,E2E_tok_s,TTFT,prefill_host_GB,HBM_resident_GB,Grace_resident_GB,residency_policy,effective_bandwidth_TBps,placement_policy,energy_status,E2E_J_per_token,E2E_tokens_per_J,optimizer_runtime_s,accepted_moves,moved_fraction,resident_moved_fraction,selected_executor,CPA_moves,CPA_optimizer_runtime,NMP_MAC_status,NMP_Fabric_status,NMP_NoC_status,NMP_reduction_status,NMP_background_status,selector_objective,selector_overhead_status,selector_latency_s,selector_energy_J
Llama-3.1-405B,W1,2000,512,256,1,M3D_GPU,EVALUATED,811.7067776,1.032192,1.428553728,0.163577856,813.298909184,1493.84331264,0.5444338789097597,0.0,0.0,144.95514624,480.0,False,PASS,0.0017568462136147843,0.6011863335848228,60.977913540631754,256,4.1982413817655155,238.1755971373123,238.21435239887347,238.19497476809278,61.579099874216574,256,4.157254661450293,0.839361930722135,0,,,,3.3957835581187483,NOT_APPLICABLE_GPU_EXECUTION,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,100.08262681180061,0.009991744140373536,0,0,0,0,GPU,0,0,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,,,,
Llama-3.1-405B,W1,2000,512,256,1,M3D_MAC_NMP,EVALUATED,811.7067776,1.032192,1.428553728,0.163577856,813.298909184,1493.84331264,0.5444338789097597,0.0,0.0,144.95514624,480.0,False,PASS,0.0017568462136147843,0.6011863335848228,6.453605902715027,256,39.66774604137216,25.205265257480587,25.213530857480706,25.209398057480573,7.05479223629985,256,36.287390390148296,0.6263915988423033,0,,,,3.4,CRITICAL_PATH_AWARE,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,11.51591599240319,0.08683634030151655,251.39747160041588,898,0.620319013957962,0.0018420659916070427,NMP_CPA,898,251.39747160041588,,,,,,MINIMUM_DECODE_LATENCY,PRE_DISPATCH_NOT_IN_INFERENCE_CRITICAL_PATH,0.0,0.0
Llama-3.1-405B,W1,2000,512,256,8,HBM_GPU,SYSTEM_CAPACITY_INFEASIBLE,811.7067776,8.257536,11.428429824,1.308622848,824.443830272,624.95514624,1.3192048025081642,199.488684032,0.0,144.95514624,480.0,False,TOTAL_CAPACITY_GATE,0.013884025031276755,,,,,,,,,,,,,,,,,NOT_APPLICABLE_GPU_EXECUTION,,,,,,,,,,,,,,,,,,,
Llama-3.1-405B,W1,2000,512,256,8,M3D_GPU,EVALUATED,811.7067776,8.257536,11.428429824,1.308622848,824.443830272,1493.84331264,0.5518944478956087,0.0,0.0,144.95514624,480.0,False,PASS,0.013884025031276755,4.809490668678582,61.6970728583431,2048,33.19444351439852,240.84916980665807,241.1592118991474,241.00419085290272,66.50656352702168,2048,30.793953128669706,5.0503398384852405,0,,,,3.3957835581187483,NOT_APPLICABLE_GPU_EXECUTION,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,13.592693657218774,0.07356893528376714,0,0,0,0,GPU,0,0,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,,,,
Llama-3.1-405B,W1,2000,512,256,8,M3D_MAC_NMP,EVALUATED,811.7067776,8.257536,11.428429824,1.308622848,824.443830272,1493.84331264,0.5518944478956087,0.0,0.0,144.95514624,480.0,False,PASS,0.013884025031276755,4.809490668678582,27.50906556807705,2048,74.44818490587356,107.4242249743425,107.4903497756124,107.45728737530098,32.31855623675563,2048,63.369167390925284,4.916914893652924,0,,,,3.4,CRITICAL_PATH_AWARE,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,7.869172075575258,0.1270781716800744,628.405755500251,2240,0.4532410003003411,0.014662175874886522,NMP_CPA,2240,628.405755500251,,,,,,MINIMUM_DECODE_LATENCY,PRE_DISPATCH_NOT_IN_INFERENCE_CRITICAL_PATH,0.0,0.0
Llama-3.1-405B,W2,20000,512,256,1,HBM_GPU,SYSTEM_CAPACITY_INFEASIBLE,811.7067776,10.32192,10.718281728,0.163577856,822.588637184,624.95514624,1.3162362805283683,197.633490944,0.0,144.95514624,480.0,False,TOTAL_CAPACITY_GATE,0.013032533002773362,,,,,,,,,,,,,,,,,NOT_APPLICABLE_GPU_EXECUTION,,,,,,,,,,,,,,,,,,,
Llama-3.1-405B,W2,20000,512,256,1,M3D_GPU,EVALUATED,811.7067776,10.32192,10.718281728,0.163577856,822.588637184,1493.84331264,0.5506525552069295,0.0,0.0,144.95514624,480.0,False,PASS,0.013032533002773362,0.7099026932648228,61.67824391425474,256,4.150572126467996,240.91126265927699,240.95001792083815,240.9306402900576,62.388146607519566,256,4.103343566374588,0.9508139559240998,0,,,,3.3957835581187483,NOT_APPLICABLE_GPU_EXECUTION,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,101.41297885859457,0.009860670806192887,0,0,0,0,GPU,0,0,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,,,,
Llama-3.1-405B,W2,20000,512,256,1,M3D_MAC_NMP,EVALUATED,811.7067776,10.32192,10.718281728,0.163577856,822.588637184,1493.84331264,0.5506525552069295,0.0,0.0,144.95514624,480.0,False,PASS,0.013032533002773362,0.7099026932648228,6.9426603357321595,256,36.87347322501594,27.112330053825254,27.126152210456258,27.119766936453747,7.652563028996982,256,33.45284436468781,0.7370150233186481,0,,,,3.4,CRITICAL_PATH_AWARE,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,12.501145814893338,0.07999266745682161,277.4228018997528,1006,0.6038486748947093,0.0017321515540383162,NMP_CPA,1006,277.4228018997528,,,,,,MINIMUM_DECODE_LATENCY,PRE_DISPATCH_NOT_IN_INFERENCE_CRITICAL_PATH,0.0,0.0
Llama-3.1-405B,W2,20000,512,256,8,HBM_GPU,SYSTEM_CAPACITY_INFEASIBLE,811.7067776,82.57536,85.746253824,1.308622848,898.761654272,624.95514624,1.4381218551112638,273.806508032,0.0,144.95514624,480.0,False,TOTAL_CAPACITY_GATE,0.09554400154841011,,,,,,,,,,,,,,,,,NOT_APPLICABLE_GPU_EXECUTION,,,,,,,,,,,,,,,,,,,
Llama-3.1-405B,W2,20000,512,256,8,M3D_GPU,EVALUATED,811.7067776,82.57536,85.746253824,1.308622848,898.761654272,1493.84331264,0.6016438582729672,0.0,0.0,144.95514624,480.0,False,PASS,0.09554400154841011,5.679221546118582,67.29971584732675,2048,30.431034874590033,262.73449398237545,263.0445360748648,262.8895150286201,72.97893739344534,2048,28.062891474546777,5.941956040100958,0,,,,3.3957835581187483,NOT_APPLICABLE_GPU_EXECUTION,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,14.923061395233594,0.06701037900436425,0,0,0,0,GPU,0,0,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,,,,
Llama-3.1-405B,W2,20000,512,256,8,M3D_MAC_NMP,EVALUATED,811.7067776,82.57536,85.746253824,1.308622848,898.761654272,1493.84331264,0.6016438582729672,0.0,0.0,144.95514624,480.0,False,PASS,0.09554400154841011,5.679221546118582,31.831049830978262,2048,64.33969381703736,124.26210363514198,124.41104993506511,124.34003840225884,37.51027137709684,2048,54.59837865237294,5.8034836497537245,0,,,,3.4,CRITICAL_PATH_AWARE,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,8.759943418441967,0.11415598848443918,598.5024658990442,1937,0.4573022722256143,0.010743322421941582,NMP_CPA,1937,598.5024658990442,,,,,,MINIMUM_DECODE_LATENCY,PRE_DISPATCH_NOT_IN_INFERENCE_CRITICAL_PATH,0.0,0.0
Llama-3.1-405B,W3,126000,512,512,1,HBM_GPU,SYSTEM_CAPACITY_INFEASIBLE,811.7067776,65.028096,65.556578304,0.163577856,877.42693376,624.95514624,1.403983852343611,252.47178752,0.0,144.95514624,480.0,False,TOTAL_CAPACITY_GATE,0.0747285041177235,,,,,,,,,,,,,,,,,NOT_APPLICABLE_GPU_EXECUTION,,,,,,,,,,,,,,,,,,,
Llama-3.1-405B,W3,126000,512,512,1,M3D_GPU,EVALUATED,811.7067776,65.028096,65.556578304,0.163577856,877.42693376,1493.84331264,0.5873620923531558,0.0,0.0,144.95514624,480.0,False,PASS,0.0747285041177235,1.3501212558248228,131.6147835942714,512,3.8901404995531603,257.0212929552912,257.0989554598314,257.06012420756133,132.96490485009622,512,3.850640141300635,1.6071425487801139,0,,,,3.3957835581187483,NOT_APPLICABLE_GPU_EXECUTION,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,108.04266278257231,0.009255603057584988,0,0,0,0,GPU,0,0,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,,,,
Llama-3.1-405B,W3,126000,512,512,1,M3D_MAC_NMP,EVALUATED,811.7067776,65.028096,65.556578304,0.163577856,877.42693376,1493.84331264,0.5873620923531558,0.0,0.0,144.95514624,480.0,False,PASS,0.0747285041177235,1.3501212558248228,17.68339027410916,512,28.953723921913106,34.52813732206067,34.5476449361783,34.53787162911946,19.033511529933985,512,26.899923285032198,1.3846493931468835,0,,,,3.4,CRITICAL_PATH_AWARE,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,15.250311669024859,0.06557243036751277,229.3142729998217,778,0.6090899234207484,0.0017664383027959898,NMP_CPA,778,229.3142729998217,,,,,,MINIMUM_DECODE_LATENCY,PRE_DISPATCH_NOT_IN_INFERENCE_CRITICAL_PATH,0.0,0.0
Llama-3.1-405B,W3,126000,512,512,8,HBM_GPU,SYSTEM_CAPACITY_INFEASIBLE,811.7067776,520.224768,524.452626432,1.308622848,1337.46802688,624.95514624,2.1401024296332065,712.51288064,0.0,144.95514624,480.0,False,TOTAL_CAPACITY_GATE,0.3925075293033224,,,,,,,,,,,,,,,,,NOT_APPLICABLE_GPU_EXECUTION,,,,,,,,,,,,,,,,,,,
Llama-3.1-405B,W3,126000,512,512,8,M3D_GPU,EVALUATED,811.7067776,520.224768,524.452626432,1.308622848,1337.46802688,1493.84331264,0.8953201554427785,0.0,0.0,144.95514624,480.0,False,PASS,0.3925075293033224,10.800970046598582,200.66579782074882,4096,20.41204851291541,391.6147363504893,392.236036386811,391.92538636865004,211.46676786734741,4096,19.369473706475766,11.192584782949071,0,,,,3.3957835581187483,NOT_APPLICABLE_GPU_EXECUTION,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,21.562600198875362,0.046376596086596125,0,0,0,0,GPU,0,0,INACTIVE,INACTIVE,INACTIVE,INACTIVE,INACTIVE,,,,
Llama-3.1-405B,W3,126000,512,512,8,M3D_MAC_NMP,EVALUATED,811.7067776,520.224768,524.452626432,1.308622848,1337.46802688,1493.84331264,0.8953201554427785,0.0,0.0,144.95514624,480.0,False,PASS,0.3925075293033224,10.800970046598582,92.00203769886433,4096,44.52075304469654,179.56602567412412,179.80643858706472,179.6914798805944,102.8030077454629,4096,39.843192235596554,10.980536072272706,0,,,,3.4,CRITICAL_PATH_AWARE,MODELED_EVENT_ENERGY__WORKLOAD_THERMAL_CLOSURE_PENDING,11.425019087538324,0.08752720606749233,1103.9028204977512,1927,0.4891716993756618,0.004006633562816622,NMP_CPA,1927,1103.9028204977512,,,,,,MINIMUM_DECODE_LATENCY,PRE_DISPATCH_NOT_IN_INFERENCE_CRITICAL_PATH,0.0,0.0
